doctor_id,territory_id,month,drug_name,prescriptions,unit_price_inr
D0097,T01,2024-10,SugarBlock,10,670.43
D0097,T01,2024-11,GlucoCare,24,619.86
D0097,T01,2024-11,DiabetoShield,4,560.15
D0097,T01,2024-11,SugarBlock,26,685.43
D0097,T01,2024-12,GlucoCare,18,604.65
D0097,T01,2024-12,DiabetoShield,10,556.69
D0097,T01,2024-12,SugarBlock,16,699.1
D0098,T02,2024-01,GlucoCare,11,638.1
D0098,T02,2024-01,DiabetoShield,4,575.44
D0098,T02,2024-01,SugarBlock,13,707.18
D0098,T02,2024-02,GlucoCare,13,634.21
D0098,T02,2024-02,DiabetoShield,1,545.53
D0098,T02,2024-02,SugarBlock,19,706.91
D0098,T02,2024-03,GlucoCare,16,610.52
D0098,T02,2024-03,DiabetoShield,16,571.37
D0098,T02,2024-03,SugarBlock,5,700.1
D0098,T02,2024-04,GlucoCare,12,632.36
D0098,T02,2024-04,DiabetoShield,14,559.53
D0098,T02,2024-04,SugarBlock,7,686.89
D0098,T02,2024-05,GlucoCare,10,623.69
D0098,T02,2024-05,DiabetoShield,11,572.17
D0098,T02,2024-05,SugarBlock,7,696.11
D0098,T02,2024-06,GlucoCare,13,619.23
D0098,T02,2024-06,DiabetoShield,18,549.45
D0098,T02,2024-06,SugarBlock,3,691.97
D0098,T02,2024-07,GlucoCare,13,638.08
D0098,T02,2024-07,DiabetoShield,5,551.25
D0098,T02,2024-07,SugarBlock,15,701.28
D0098,T02,2024-08,GlucoCare,10,631.24
D0098,T02,2024-08,DiabetoShield,1,575.36
D0098,T02,2024-08,SugarBlock,16,702.69
D0098,T02,2024-09,GlucoCare,12,624.81
D0098,T02,2024-09,DiabetoShield,13,559.86
D0098,T02,2024-09,SugarBlock,5,687.28
D0098,T02,2024-10,GlucoCare,12,624.56
D0098,T02,2024-10,DiabetoShield,0,550.84
D0098,T02,2024-10,SugarBlock,19,682.91
D0098,T02,2024-11,GlucoCare,10,634.01
D0098,T02,2024-11,DiabetoShield,9,546.12
D0098,T02,2024-11,SugarBlock,9,707.67
D0098,T02,2024-12,GlucoCare,11,628.23
D0098,T02,2024-12,DiabetoShield,2,544.17
D0098,T02,2024-12,SugarBlock,16,689.81
D0099,T01,2024-01,GlucoCare,14,609.43
D0099,T01,2024-01,DiabetoShield,9,543.32
D0099,T01,2024-01,SugarBlock,50,707.52
D0099,T01,2024-02,GlucoCare,27,626.11
D0099,T01,2024-02,DiabetoShield,22,548.16
D0099,T01,2024-02,SugarBlock,39,676.94
D0099,T01,2024-03,GlucoCare,19,612.0
D0099,T01,2024-03,DiabetoShield,41,549.67
D0099,T01,2024-03,SugarBlock,20,702.79
D0099,T01,2024-04,GlucoCare,26,637.86
D0099,T01,2024-04,DiabetoShield,27,557.53
D0099,T01,2024-04,SugarBlock,35,679.34
D0099,T01,2024-05,GlucoCare,38,612.19
D0099,T01,2024-05,DiabetoShield,49,574.04
D0099,T01,2024-05,SugarBlock,26,697.01
D0099,T01,2024-06,GlucoCare,20,635.52
D0099,T01,2024-06,DiabetoShield,13,568.66
D0099,T01,2024-06,SugarBlock,43,680.21
D0099,T01,2024-07,GlucoCare,23,609.94
D0099,T01,2024-07,DiabetoShield,23,569.85
D0099,T01,2024-07,SugarBlock,49,706.3
D0099,T01,2024-08,GlucoCare,30,604.89
D0099,T01,2024-08,DiabetoShield,47,552.0
D0099,T01,2024-08,SugarBlock,17,682.64
D0099,T01,2024-09,GlucoCare,28,627.39
D0099,T01,2024-09,DiabetoShield,41,550.7
D0099,T01,2024-09,SugarBlock,11,689.19
D0099,T01,2024-10,GlucoCare,27,620.06
D0099,T01,2024-10,DiabetoShield,28,572.64
D0099,T01,2024-10,SugarBlock,38,670.43
D0099,T01,2024-11,GlucoCare,37,619.86
D0099,T01,2024-11,DiabetoShield,61,560.15
D0099,T01,2024-11,SugarBlock,3,685.43
D0099,T01,2024-12,GlucoCare,17,604.65
D0099,T01,2024-12,DiabetoShield,2,556.69
D0099,T01,2024-12,SugarBlock,59,699.1
D0100,T08,2024-01,GlucoCare,14,628.82
D0100,T08,2024-01,DiabetoShield,2,555.74
D0100,T08,2024-01,SugarBlock,31,710.43
D0100,T08,2024-02,GlucoCare,10,619.89
D0100,T08,2024-02,DiabetoShield,3,576.63
D0100,T08,2024-02,SugarBlock,32,702.8
D0100,T08,2024-03,GlucoCare,11,608.44
D0100,T08,2024-03,DiabetoShield,3,573.31
D0100,T08,2024-03,SugarBlock,23,687.25
D0100,T08,2024-04,GlucoCare,8,636.52
D0100,T08,2024-04,DiabetoShield,5,556.39
D0100,T08,2024-04,SugarBlock,23,701.72
D0100,T08,2024-05,GlucoCare,12,628.79
D0100,T08,2024-05,DiabetoShield,25,552.07
D0100,T08,2024-05,SugarBlock,7,672.19
D0100,T08,2024-06,GlucoCare,9,607.82
D0100,T08,2024-06,DiabetoShield,14,556.23
D0100,T08,2024-06,SugarBlock,13,706.85
D0100,T08,2024-07,GlucoCare,12,620.8
D0100,T08,2024-07,DiabetoShield,2,574.08
D0100,T08,2024-07,SugarBlock,23,704.0
D0100,T08,2024-08,GlucoCare,11,635.05
D0100,T08,2024-08,DiabetoShield,23,562.38
D0100,T08,2024-08,SugarBlock,3,695.84
D0100,T08,2024-09,GlucoCare,11,625.84
D0100,T08,2024-09,DiabetoShield,21,575.34
D0100,T08,2024-09,SugarBlock,11,704.58
D0100,T08,2024-10,GlucoCare,12,623.58
D0100,T08,2024-10,DiabetoShield,19,563.96
D0100,T08,2024-10,SugarBlock,15,693.21
D0100,T08,2024-11,GlucoCare,12,626.91
D0100,T08,2024-11,DiabetoShield,20,571.35
D0100,T08,2024-11,SugarBlock,12,670.16
D0100,T08,2024-12,GlucoCare,15,624.64
D0100,T08,2024-12,DiabetoShield,16,566.48
D0100,T08,2024-12,SugarBlock,17,673.75
D0101,T01,2024-01,GlucoCare,11,609.43
D0101,T01,2024-01,DiabetoShield,17,543.32
D0101,T01,2024-01,SugarBlock,9,707.52
D0101,T01,2024-02,GlucoCare,15,626.11
D0101,T01,2024-02,DiabetoShield,21,548.16
D0101,T01,2024-02,SugarBlock,6,676.94
D0101,T01,2024-03,GlucoCare,16,612.0
D0101,T01,2024-03,DiabetoShield,20,549.67
D0101,T01,2024-03,SugarBlock,9,702.79
D0101,T01,2024-04,GlucoCare,15,637.86
D0101,T01,2024-04,DiabetoShield,5,557.53
D0101,T01,2024-04,SugarBlock,24,679.34
D0101,T01,2024-05,GlucoCare,13,612.19
D0101,T01,2024-05,DiabetoShield,18,574.04
D0101,T01,2024-05,SugarBlock,9,697.01
D0101,T01,2024-06,GlucoCare,13,635.52
D0101,T01,2024-06,DiabetoShield,18,568.66
D0101,T01,2024-06,SugarBlock,11,680.21
D0101,T01,2024-07,GlucoCare,14,609.94
D0101,T01,2024-07,DiabetoShield,11,569.85
D0101,T01,2024-07,SugarBlock,12,706.3
D0101,T01,2024-08,GlucoCare,15,604.89
D0101,T01,2024-08,DiabetoShield,17,552.0
D0101,T01,2024-08,SugarBlock,5,682.64
D0101,T01,2024-09,GlucoCare,18,627.39
D0101,T01,2024-09,DiabetoShield,13,550.7
D0101,T01,2024-09,SugarBlock,17,689.19
D0101,T01,2024-10,GlucoCare,19,620.06
D0101,T01,2024-10,DiabetoShield,3,572.64
D0101,T01,2024-10,SugarBlock,25,670.43
D0101,T01,2024-11,GlucoCare,12,619.86
D0101,T01,2024-11,DiabetoShield,7,560.15
D0101,T01,2024-11,SugarBlock,19,685.43
D0101,T01,2024-12,GlucoCare,14,604.65
D0101,T01,2024-12,DiabetoShield,14,556.69
D0101,T01,2024-12,SugarBlock,13,699.1
D0102,T07,2024-01,GlucoCare,8,613.28
D0102,T07,2024-01,DiabetoShield,12,543.71
D0102,T07,2024-01,SugarBlock,6,677.97
D0102,T07,2024-02,GlucoCare,8,612.1
D0102,T07,2024-02,DiabetoShield,9,573.04
D0102,T07,2024-02,SugarBlock,7,707.05
D0102,T07,2024-03,GlucoCare,6,610.51
D0102,T07,2024-03,DiabetoShield,9,551.66
D0102,T07,2024-03,SugarBlock,6,687.12
D0102,T07,2024-04,GlucoCare,8,611.2
D0102,T07,2024-04,DiabetoShield,4,570.85
D0102,T07,2024-04,SugarBlock,13,698.24
D0102,T07,2024-05,GlucoCare,10,636.2
D0102,T07,2024-05,DiabetoShield,11,557.23
D0102,T07,2024-05,SugarBlock,7,710.52
D0102,T07,2024-06,GlucoCare,8,616.5
D0102,T07,2024-06,DiabetoShield,18,551.15
D0102,T07,2024-06,SugarBlock,1,703.48
D0102,T07,2024-07,GlucoCare,8,626.91
D0102,T07,2024-07,DiabetoShield,10,558.06
D0102,T07,2024-07,SugarBlock,8,695.42
D0102,T07,2024-08,GlucoCare,7,603.04
D0102,T07,2024-08,DiabetoShield,7,561.75
D0102,T07,2024-08,SugarBlock,9,670.02
D0102,T07,2024-09,GlucoCare,6,620.92
D0102,T07,2024-09,DiabetoShield,3,571.9
D0102,T07,2024-09,SugarBlock,17,672.66
D0102,T07,2024-10,GlucoCare,9,612.68
D0102,T07,2024-10,DiabetoShield,20,554.25
D0102,T07,2024-10,SugarBlock,1,673.03
D0102,T07,2024-11,GlucoCare,7,621.64
D0102,T07,2024-11,DiabetoShield,18,570.54
D0102,T07,2024-11,SugarBlock,2,694.51
D0102,T07,2024-12,GlucoCare,11,605.15
D0102,T07,2024-12,DiabetoShield,3,551.02
D0102,T07,2024-12,SugarBlock,16,688.97
D0103,T08,2024-01,GlucoCare,10,628.82
D0103,T08,2024-01,DiabetoShield,15,555.74
D0103,T08,2024-01,SugarBlock,1,710.43
D0103,T08,2024-02,GlucoCare,11,619.89
D0103,T08,2024-02,DiabetoShield,11,576.63
D0103,T08,2024-02,SugarBlock,6,702.8
D0103,T08,2024-03,GlucoCare,10,608.44
D0103,T08,2024-03,DiabetoShield,13,573.31
D0103,T08,2024-03,SugarBlock,3,687.25
D0103,T08,2024-04,GlucoCare,13,636.52
D0103,T08,2024-04,DiabetoShield,10,556.39
D0103,T08,2024-04,SugarBlock,8,701.72
D0103,T08,2024-05,GlucoCare,14,628.79
D0103,T08,2024-05,DiabetoShield,3,552.07
D0103,T08,2024-05,SugarBlock,14,672.19
D0103,T08,2024-06,GlucoCare,12,607.82
D0103,T08,2024-06,DiabetoShield,11,556.23
D0103,T08,2024-06,SugarBlock,7,706.85
D0103,T08,2024-07,GlucoCare,11,620.8
D0103,T08,2024-07,DiabetoShield,2,574.08
D0103,T08,2024-07,SugarBlock,17,704.0
D0103,T08,2024-08,GlucoCare,14,635.05
D0103,T08,2024-08,DiabetoShield,2,562.38
D0103,T08,2024-08,SugarBlock,13,695.84
D0103,T08,2024-09,GlucoCare,9,625.84
D0103,T08,2024-09,DiabetoShield,8,575.34
D0103,T08,2024-09,SugarBlock,7,704.58
D0103,T08,2024-10,GlucoCare,13,623.58
D0103,T08,2024-10,DiabetoShield,9,563.96
D0103,T08,2024-10,SugarBlock,7,693.21
D0103,T08,2024-11,GlucoCare,8,626.91
D0103,T08,2024-11,DiabetoShield,10,571.35
D0103,T08,2024-11,SugarBlock,4,670.16
D0103,T08,2024-12,GlucoCare,11,624.64
D0103,T08,2024-12,DiabetoShield,8,566.48
D0103,T08,2024-12,SugarBlock,6,673.75
D0104,T03,2024-01,GlucoCare,19,618.03
D0104,T03,2024-01,DiabetoShield,21,564.57
D0104,T03,2024-01,SugarBlock,7,686.67
D0104,T03,2024-02,GlucoCare,16,637.81
D0104,T03,2024-02,DiabetoShield,8,558.6
D0104,T03,2024-02,SugarBlock,17,670.51
D0104,T03,2024-03,GlucoCare,20,612.18
D0104,T03,2024-03,DiabetoShield,15,552.19
D0104,T03,2024-03,SugarBlock,7,673.73
D0104,T03,2024-04,GlucoCare,19,603.73
D0104,T03,2024-04,DiabetoShield,23,571.56
D0104,T03,2024-04,SugarBlock,1,671.69
D0104,T03,2024-05,GlucoCare,17,604.54
D0104,T03,2024-05,DiabetoShield,16,545.82
D0104,T03,2024-05,SugarBlock,2,696.02
D0104,T03,2024-06,GlucoCare,14,618.48
D0104,T03,2024-06,DiabetoShield,26,556.75
D0104,T03,2024-06,SugarBlock,1,701.21
D0104,T03,2024-07,GlucoCare,15,619.15
D0104,T03,2024-07,DiabetoShield,6,557.5
D0104,T03,2024-07,SugarBlock,13,698.91
D0104,T03,2024-08,GlucoCare,18,613.87
D0104,T03,2024-08,DiabetoShield,18,551.6
D0104,T03,2024-08,SugarBlock,5,705.1
D0104,T03,2024-09,GlucoCare,18,602.28
D0104,T03,2024-09,DiabetoShield,25,564.56
D0104,T03,2024-09,SugarBlock,2,671.21
D0104,T03,2024-10,GlucoCare,16,605.99
D0104,T03,2024-10,DiabetoShield,5,550.99
D0104,T03,2024-10,SugarBlock,17,679.33
D0104,T03,2024-11,GlucoCare,17,623.43
D0104,T03,2024-11,DiabetoShield,4,563.63
D0104,T03,2024-11,SugarBlock,21,708.2
D0104,T03,2024-12,GlucoCare,18,630.46
D0104,T03,2024-12,DiabetoShield,18,543.98
D0104,T03,2024-12,SugarBlock,8,686.2
D0105,T03,2024-01,GlucoCare,11,618.03
D0105,T03,2024-01,DiabetoShield,7,564.57
D0105,T03,2024-01,SugarBlock,9,686.67
D0105,T03,2024-02,GlucoCare,12,637.81
D0105,T03,2024-02,DiabetoShield,14,558.6
D0105,T03,2024-02,SugarBlock,1,670.51
D0105,T03,2024-03,GlucoCare,13,612.18
D0105,T03,2024-03,DiabetoShield,1,552.19
D0105,T03,2024-03,SugarBlock,15,673.73
D0105,T03,2024-04,GlucoCare,9,603.73
D0105,T03,2024-04,DiabetoShield,9,571.56
D0105,T03,2024-04,SugarBlock,9,671.69
D0105,T03,2024-05,GlucoCare,11,604.54
D0105,T03,2024-05,DiabetoShield,2,545.82
D0105,T03,2024-05,SugarBlock,16,696.02
D0105,T03,2024-06,GlucoCare,11,618.48
D0105,T03,2024-06,DiabetoShield,14,556.75
D0105,T03,2024-06,SugarBlock,1,701.21
D0105,T03,2024-07,GlucoCare,12,619.15
D0105,T03,2024-07,DiabetoShield,16,557.5
D0105,T03,2024-07,SugarBlock,0,698.91
D0105,T03,2024-08,GlucoCare,13,613.87
D0105,T03,2024-08,DiabetoShield,3,551.6
D0105,T03,2024-08,SugarBlock,13,705.1
D0105,T03,2024-09,GlucoCare,12,602.28
D0105,T03,2024-09,DiabetoShield,5,564.56
D0105,T03,2024-09,SugarBlock,13,671.21
D0105,T03,2024-10,GlucoCare,8,605.99
D0105,T03,2024-10,DiabetoShield,14,550.99
D0105,T03,2024-10,SugarBlock,0,679.33
D0105,T03,2024-11,GlucoCare,10,623.43
D0105,T03,2024-11,DiabetoShield,10,563.63
D0105,T03,2024-11,SugarBlock,6,708.2
D0105,T03,2024-12,GlucoCare,9,630.46
D0105,T03,2024-12,DiabetoShield,14,543.98
D0105,T03,2024-12,SugarBlock,1,686.2
D0106,T03,2024-01,GlucoCare,18,618.03
D0106,T03,2024-01,DiabetoShield,3,564.57
D0106,T03,2024-01,SugarBlock,23,686.67
D0106,T03,2024-02,GlucoCare,16,637.81
D0106,T03,2024-02,DiabetoShield,19,558.6
D0106,T03,2024-02,SugarBlock,8,670.51
D0106,T03,2024-03,GlucoCare,13,612.18
D0106,T03,2024-03,DiabetoShield,12,552.19
D0106,T03,2024-03,SugarBlock,11,673.73
D0106,T03,2024-04,GlucoCare,18,603.73
D0106,T03,2024-04,DiabetoShield,2,571.56
D0106,T03,2024-04,SugarBlock,27,671.69
D0106,T03,2024-05,GlucoCare,14,604.54
D0106,T03,2024-05,DiabetoShield,11,545.82
D0106,T03,2024-05,SugarBlock,8,696.02
D0106,T03,2024-06,GlucoCare,16,618.48
D0106,T03,2024-06,DiabetoShield,5,556.75
D0106,T03,2024-06,SugarBlock,23,701.21
D0106,T03,2024-07,GlucoCare,21,619.15
D0106,T03,2024-07,DiabetoShield,15,557.5
D0106,T03,2024-07,SugarBlock,9,698.91
D0106,T03,2024-08,GlucoCare,18,613.87
D0106,T03,2024-08,DiabetoShield,9,551.6
D0106,T03,2024-08,SugarBlock,21,705.1
D0106,T03,2024-09,GlucoCare,13,602.28
D0106,T03,2024-09,DiabetoShield,4,564.56
D0106,T03,2024-09,SugarBlock,17,671.21
D0106,T03,2024-10,GlucoCare,3,605.99
D0106,T03,2024-10,DiabetoShield,28,550.99
D0106,T03,2024-10,SugarBlock,6,679.33
D0106,T03,2024-11,GlucoCare,4,623.43
D0106,T03,2024-11,DiabetoShield,9,563.63
D0106,T03,2024-11,SugarBlock,26,708.2
D0106,T03,2024-12,GlucoCare,5,630.46
D0106,T03,2024-12,DiabetoShield,7,543.98
D0106,T03,2024-12,SugarBlock,22,686.2
D0107,T08,2024-01,GlucoCare,23,628.82
D0107,T08,2024-01,DiabetoShield,22,555.74
D0107,T08,2024-01,SugarBlock,11,710.43
D0107,T08,2024-02,GlucoCare,30,619.89
D0107,T08,2024-02,DiabetoShield,6,576.63
D0107,T08,2024-02,SugarBlock,33,702.8
D0107,T08,2024-03,GlucoCare,16,608.44
D0107,T08,2024-03,DiabetoShield,6,573.31
D0107,T08,2024-03,SugarBlock,21,687.25
D0107,T08,2024-04,GlucoCare,27,636.52
D0107,T08,2024-04,DiabetoShield,22,556.39
D0107,T08,2024-04,SugarBlock,14,701.72
D0107,T08,2024-05,GlucoCare,27,628.79
D0107,T08,2024-05,DiabetoShield,1,552.07
D0107,T08,2024-05,SugarBlock,38,672.19
D0107,T08,2024-06,GlucoCare,21,607.82
D0107,T08,2024-06,DiabetoShield,10,556.23
D0107,T08,2024-06,SugarBlock,22,706.85
D0107,T08,2024-07,GlucoCare,18,620.8
D0107,T08,2024-07,DiabetoShield,23,574.08
D0107,T08,2024-07,SugarBlock,7,704.0
D0107,T08,2024-08,GlucoCare,21,635.05
D0107,T08,2024-08,DiabetoShield,19,562.38
D0107,T08,2024-08,SugarBlock,10,695.84
D0107,T08,2024-09,GlucoCare,25,625.84
D0107,T08,2024-09,DiabetoShield,13,575.34
D0107,T08,2024-09,SugarBlock,21,704.58
D0107,T08,2024-10,GlucoCare,17,623.58
D0107,T08,2024-10,DiabetoShield,26,563.96
D0107,T08,2024-10,SugarBlock,2,693.21
D0107,T08,2024-11,GlucoCare,14,626.91
D0107,T08,2024-11,DiabetoShield,18,571.35
D0107,T08,2024-11,SugarBlock,7,670.16
D0107,T08,2024-12,GlucoCare,27,624.64
D0107,T08,2024-12,DiabetoShield,4,566.48
D0107,T08,2024-12,SugarBlock,31,673.75
D0108,T10,2024-01,GlucoCare,7,625.16
D0108,T10,2024-01,DiabetoShield,8,556.67
D0108,T10,2024-01,SugarBlock,6,706.76
D0108,T10,2024-02,GlucoCare,7,620.02
D0108,T10,2024-02,DiabetoShield,7,561.81
D0108,T10,2024-02,SugarBlock,6,694.63
D0108,T10,2024-03,GlucoCare,8,613.18
D0108,T10,2024-03,DiabetoShield,2,550.51
D0108,T10,2024-03,SugarBlock,15,692.26
D0108,T10,2024-04,GlucoCare,11,605.08
D0108,T10,2024-04,DiabetoShield,12,563.35
D0108,T10,2024-04,SugarBlock,6,692.18
D0108,T10,2024-05,GlucoCare,9,635.95
D0108,T10,2024-05,DiabetoShield,8,544.47
D0108,T10,2024-05,SugarBlock,8,679.63
D0108,T10,2024-06,GlucoCare,9,610.47
D0108,T10,2024-06,DiabetoShield,7,574.24
D0108,T10,2024-06,SugarBlock,8,689.61
D0108,T10,2024-07,GlucoCare,8,637.08
D0108,T10,2024-07,DiabetoShield,11,560.97
D0108,T10,2024-07,SugarBlock,5,678.12
D0108,T10,2024-08,GlucoCare,10,603.83
D0108,T10,2024-08,DiabetoShield,2,564.59
D0108,T10,2024-08,SugarBlock,14,707.67
D0108,T10,2024-09,GlucoCare,8,618.77
D0108,T10,2024-09,DiabetoShield,4,574.82
D0108,T10,2024-09,SugarBlock,11,686.21
D0108,T10,2024-10,GlucoCare,8,601.68
D0108,T10,2024-10,DiabetoShield,10,573.58
D0108,T10,2024-10,SugarBlock,3,687.63
D0108,T10,2024-11,GlucoCare,9,614.55
D0108,T10,2024-11,DiabetoShield,2,576.61
D0108,T10,2024-11,SugarBlock,13,687.55
D0108,T10,2024-12,GlucoCare,9,607.8
D0108,T10,2024-12,DiabetoShield,10,555.29
D0108,T10,2024-12,SugarBlock,5,692.56
D0109,T08,2024-01,GlucoCare,11,628.82
D0109,T08,2024-01,DiabetoShield,5,555.74
D0109,T08,2024-01,SugarBlock,11,710.43
D0109,T08,2024-02,GlucoCare,5,619.89
D0109,T08,2024-02,DiabetoShield,8,576.63
D0109,T08,2024-02,SugarBlock,6,702.8
D0109,T08,2024-03,GlucoCare,9,608.44
D0109,T08,2024-03,DiabetoShield,7,573.31
D0109,T08,2024-03,SugarBlock,8,687.25
D0109,T08,2024-04,GlucoCare,10,636.52
D0109,T08,2024-04,DiabetoShield,2,556.39
D0109,T08,2024-04,SugarBlock,13,701.72
D0109,T08,2024-05,GlucoCare,7,628.79
D0109,T08,2024-05,DiabetoShield,8,552.07
D0109,T08,2024-05,SugarBlock,7,672.19
D0109,T08,2024-06,GlucoCare,13,607.82
D0109,T08,2024-06,DiabetoShield,16,556.23
D0109,T08,2024-06,SugarBlock,1,706.85
D0109,T08,2024-07,GlucoCare,8,620.8
D0109,T08,2024-07,DiabetoShield,12,574.08
D0109,T08,2024-07,SugarBlock,1,704.0
D0109,T08,2024-08,GlucoCare,6,635.05
D0109,T08,2024-08,DiabetoShield,14,562.38
D0109,T08,2024-08,SugarBlock,0,695.84
D0109,T08,2024-09,GlucoCare,11,625.84
D0109,T08,2024-09,DiabetoShield,14,575.34
D0109,T08,2024-09,SugarBlock,6,704.58
D0109,T08,2024-10,GlucoCare,9,623.58
D0109,T08,2024-10,DiabetoShield,1,563.96
D0109,T08,2024-10,SugarBlock,13,693.21
D0109,T08,2024-11,GlucoCare,10,626.91
D0109,T08,2024-11,DiabetoShield,13,571.35
D0109,T08,2024-11,SugarBlock,3,670.16
D0109,T08,2024-12,GlucoCare,9,624.64
D0109,T08,2024-12,DiabetoShield,12,566.48
D0109,T08,2024-12,SugarBlock,2,673.75
D0110,T03,2024-01,GlucoCare,15,618.03
D0110,T03,2024-01,DiabetoShield,1,564.57
D0110,T03,2024-01,SugarBlock,22,686.67
D0110,T03,2024-02,GlucoCare,14,637.81
D0110,T03,2024-02,DiabetoShield,2,558.6
D0110,T03,2024-02,SugarBlock,18,670.51
D0110,T03,2024-03,GlucoCare,12,612.18
D0110,T03,2024-03,DiabetoShield,22,552.19
D0110,T03,2024-03,SugarBlock,2,673.73
D0110,T03,2024-04,GlucoCare,14,603.73
D0110,T03,2024-04,DiabetoShield,23,571.56
D0110,T03,2024-04,SugarBlock,0,671.69
D0110,T03,2024-05,GlucoCare,18,604.54
D0110,T03,2024-05,DiabetoShield,8,545.82
D0110,T03,2024-05,SugarBlock,11,696.02
D0110,T03,2024-06,GlucoCare,21,618.48
D0110,T03,2024-06,DiabetoShield,19,556.75
D0110,T03,2024-06,SugarBlock,6,701.21
D0110,T03,2024-07,GlucoCare,21,619.15
D0110,T03,2024-07,DiabetoShield,17,557.5
D0110,T03,2024-07,SugarBlock,5,698.91
D0110,T03,2024-08,GlucoCare,16,613.87
D0110,T03,2024-08,DiabetoShield,18,551.6
D0110,T03,2024-08,SugarBlock,6,705.1
D0110,T03,2024-09,GlucoCare,19,602.28
D0110,T03,2024-09,DiabetoShield,24,564.56
D0110,T03,2024-09,SugarBlock,1,671.21
D0110,T03,2024-10,GlucoCare,11,605.99
D0110,T03,2024-10,DiabetoShield,14,550.99
D0110,T03,2024-10,SugarBlock,8,679.33
D0110,T03,2024-11,GlucoCare,16,623.43
D0110,T03,2024-11,DiabetoShield,6,563.63
D0110,T03,2024-11,SugarBlock,14,708.2
D0110,T03,2024-12,GlucoCare,13,630.46
D0110,T03,2024-12,DiabetoShield,19,543.98
D0110,T03,2024-12,SugarBlock,1,686.2
D0111,T08,2024-01,GlucoCare,13,628.82
D0111,T08,2024-01,DiabetoShield,8,555.74
D0111,T08,2024-01,SugarBlock,8,710.43
D0111,T08,2024-02,GlucoCare,13,619.89
D0111,T08,2024-02,DiabetoShield,1,576.63
D0111,T08,2024-02,SugarBlock,18,702.8
D0111,T08,2024-03,GlucoCare,14,608.44
D0111,T08,2024-03,DiabetoShield,13,573.31
D0111,T08,2024-03,SugarBlock,6,687.25
D0111,T08,2024-04,GlucoCare,17,636.52
D0111,T08,2024-04,DiabetoShield,18,556.39
D0111,T08,2024-04,SugarBlock,2,701.72
D0111,T08,2024-05,GlucoCare,18,628.79
D0111,T08,2024-05,DiabetoShield,16,552.07
D0111,T08,2024-05,SugarBlock,5,672.19
D0111,T08,2024-06,GlucoCare,16,607.82
D0111,T08,2024-06,DiabetoShield,7,556.23
D0111,T08,2024-06,SugarBlock,17,706.85
D0111,T08,2024-07,GlucoCare,13,620.8
D0111,T08,2024-07,DiabetoShield,3,574.08
D0111,T08,2024-07,SugarBlock,20,704.0
D0111,T08,2024-08,GlucoCare,4,635.05
D0111,T08,2024-08,DiabetoShield,14,562.38
D0111,T08,2024-08,SugarBlock,12,695.84
D0111,T08,2024-09,GlucoCare,4,625.84
D0111,T08,2024-09,DiabetoShield,6,575.34
D0111,T08,2024-09,SugarBlock,31,704.58
D0111,T08,2024-10,GlucoCare,4,623.58
D0111,T08,2024-10,DiabetoShield,4,563.96
D0111,T08,2024-10,SugarBlock,29,693.21
D0111,T08,2024-11,GlucoCare,6,626.91
D0111,T08,2024-11,DiabetoShield,3,571.35
D0111,T08,2024-11,SugarBlock,29,670.16
D0111,T08,2024-12,GlucoCare,4,624.64
D0111,T08,2024-12,DiabetoShield,4,566.48
D0111,T08,2024-12,SugarBlock,23,673.75
D0112,T08,2024-01,GlucoCare,12,628.82
D0112,T08,2024-01,DiabetoShield,0,555.74
D0112,T08,2024-01,SugarBlock,25,710.43
D0112,T08,2024-02,GlucoCare,13,619.89
D0112,T08,2024-02,DiabetoShield,14,576.63
D0112,T08,2024-02,SugarBlock,13,702.8
D0112,T08,2024-03,GlucoCare,17,608.44
D0112,T08,2024-03,DiabetoShield,20,573.31
D0112,T08,2024-03,SugarBlock,5,687.25
D0112,T08,2024-04,GlucoCare,14,636.52
D0112,T08,2024-04,DiabetoShield,27,556.39
D0112,T08,2024-04,SugarBlock,0,701.72
D0112,T08,2024-05,GlucoCare,15,628.79
D0112,T08,2024-05,DiabetoShield,6,552.07
D0112,T08,2024-05,SugarBlock,23,672.19
D0112,T08,2024-06,GlucoCare,17,607.82
D0112,T08,2024-06,DiabetoShield,19,556.23
D0112,T08,2024-06,SugarBlock,5,706.85
D0112,T08,2024-07,GlucoCare,17,620.8
D0112,T08,2024-07,DiabetoShield,17,574.08
D0112,T08,2024-07,SugarBlock,10,704.0
D0112,T08,2024-08,GlucoCare,15,635.05
D0112,T08,2024-08,DiabetoShield,1,562.38
D0112,T08,2024-08,SugarBlock,25,695.84
D0112,T08,2024-09,GlucoCare,18,625.84
D0112,T08,2024-09,DiabetoShield,2,575.34
D0112,T08,2024-09,SugarBlock,26,704.58
D0112,T08,2024-10,GlucoCare,17,623.58
D0112,T08,2024-10,DiabetoShield,6,563.96
D0112,T08,2024-10,SugarBlock,21,693.21
D0112,T08,2024-11,GlucoCare,16,626.91
D0112,T08,2024-11,DiabetoShield,20,571.35
D0112,T08,2024-11,SugarBlock,2,670.16
D0112,T08,2024-12,GlucoCare,12,624.64
D0112,T08,2024-12,DiabetoShield,3,566.48
D0112,T08,2024-12,SugarBlock,20,673.75
D0113,T05,2024-01,GlucoCare,13,607.18
D0113,T05,2024-01,DiabetoShield,13,561.75
D0113,T05,2024-01,SugarBlock,5,704.7
D0113,T05,2024-02,GlucoCare,16,607.49
