rep_id,doctor_id,month,calls_made,samples_given
R033,D0073,2024-09,0,0
R033,D0073,2024-10,0,0
R033,D0073,2024-11,0,0
R033,D0073,2024-12,1,2
R012,D0074,2024-01,0,0
R012,D0074,2024-02,0,0
R012,D0074,2024-03,2,4
R012,D0074,2024-04,1,2
R012,D0074,2024-05,0,0
R012,D0074,2024-06,0,0
R012,D0074,2024-07,0,0
R012,D0074,2024-08,0,0
R012,D0074,2024-09,0,0
R012,D0074,2024-10,1,3
R012,D0074,2024-11,0,0
R012,D0074,2024-12,0,0
R013,D0075,2024-01,4,11
R013,D0075,2024-02,3,0
R013,D0075,2024-03,2,6
R013,D0075,2024-04,2,3
R013,D0075,2024-05,3,5
R013,D0075,2024-06,2,3
R013,D0075,2024-07,2,3
R013,D0075,2024-08,4,12
R013,D0075,2024-09,1,3
R013,D0075,2024-10,2,0
R013,D0075,2024-11,3,7
R013,D0075,2024-12,4,11
R023,D0076,2024-01,4,9
R023,D0076,2024-02,5,13
R023,D0076,2024-03,2,3
R023,D0076,2024-04,2,0
R023,D0076,2024-05,2,3
R023,D0076,2024-06,1,2
R023,D0076,2024-07,2,1
R023,D0076,2024-08,3,6
R023,D0076,2024-09,1,3
R023,D0076,2024-10,3,3
R023,D0076,2024-11,2,1
R023,D0076,2024-12,2,1
R051,D0077,2024-01,2,4
R051,D0077,2024-02,4,12
R051,D0077,2024-03,4,8
R051,D0077,2024-04,0,0
R051,D0077,2024-05,6,10
R051,D0077,2024-06,3,1
R051,D0077,2024-07,5,6
R051,D0077,2024-08,1,2
R051,D0077,2024-09,6,2
R051,D0077,2024-10,4,2
R051,D0077,2024-11,1,3
R051,D0077,2024-12,7,1
R025,D0078,2024-01,3,1
R025,D0078,2024-02,3,0
R025,D0078,2024-03,3,6
R025,D0078,2024-04,3,0
R025,D0078,2024-05,1,2
R025,D0078,2024-06,2,4
R025,D0078,2024-07,0,0
R025,D0078,2024-08,1,1
R025,D0078,2024-09,1,0
R025,D0078,2024-10,4,6
R025,D0078,2024-11,0,0
R025,D0078,2024-12,1,0
R030,D0079,2024-01,3,5
R030,D0079,2024-02,1,1
R030,D0079,2024-03,4,4
R030,D0079,2024-04,1,1
R030,D0079,2024-05,3,7
R030,D0079,2024-06,2,1
R030,D0079,2024-07,3,7
R030,D0079,2024-08,2,3
R030,D0079,2024-09,3,1
R030,D0079,2024-10,1,1
R030,D0079,2024-11,2,3
R030,D0079,2024-12,2,1
R051,D0080,2024-01,3,3
R051,D0080,2024-02,2,2
R051,D0080,2024-03,3,2
R051,D0080,2024-04,4,1
R051,D0080,2024-05,2,6
R051,D0080,2024-06,3,9
R051,D0080,2024-07,2,6
R051,D0080,2024-08,5,4
R051,D0080,2024-09,3,5
R051,D0080,2024-10,1,3
R051,D0080,2024-11,5,2
R051,D0080,2024-12,1,0
R002,D0081,2024-01,5,10
R002,D0081,2024-02,5,8
R002,D0081,2024-03,5,14
R002,D0081,2024-04,3,9
R002,D0081,2024-05,8,14
R002,D0081,2024-06,4,9
R002,D0081,2024-07,0,0
R002,D0081,2024-08,2,6
R002,D0081,2024-09,2,5
R002,D0081,2024-10,4,10
R002,D0081,2024-11,3,3
R002,D0081,2024-12,1,1
R020,D0082,2024-01,4,9
R020,D0082,2024-02,8,4
R020,D0082,2024-03,5,8
R020,D0082,2024-04,5,13
R020,D0082,2024-05,3,9
R020,D0082,2024-06,9,18
R020,D0082,2024-07,6,13
R020,D0082,2024-08,5,1
R020,D0082,2024-09,6,14
R020,D0082,2024-10,3,8
R020,D0082,2024-11,8,21
R020,D0082,2024-12,6,13
R026,D0083,2024-01,4,8
R026,D0083,2024-02,3,6
R026,D0083,2024-03,5,8
R026,D0083,2024-04,6,0
R026,D0083,2024-05,1,3
R026,D0083,2024-06,1,0
R026,D0083,2024-07,1,1
R026,D0083,2024-08,1,3
R026,D0083,2024-09,3,9
R026,D0083,2024-10,3,8
R026,D0083,2024-11,0,0
R026,D0083,2024-12,1,2
R048,D0084,2024-01,1,0
R048,D0084,2024-02,0,0
R048,D0084,2024-03,0,0
R048,D0084,2024-04,0,0
R048,D0084,2024-05,1,3
R048,D0084,2024-06,0,0
R048,D0084,2024-07,1,2
R048,D0084,2024-08,0,0
R048,D0084,2024-09,0,0
R048,D0084,2024-10,2,6
R048,D0084,2024-11,2,1
R048,D0084,2024-12,2,2
R043,D0085,2024-01,4,9
R043,D0085,2024-02,2,3
R043,D0085,2024-03,2,3
R043,D0085,2024-04,3,7
R043,D0085,2024-05,1,0
R043,D0085,2024-06,5,4
R043,D0085,2024-07,3,9
R043,D0085,2024-08,2,5
R043,D0085,2024-09,7,18
R043,D0085,2024-10,2,4
R043,D0085,2024-11,6,8
R043,D0085,2024-12,4,7
R037,D0086,2024-01,2,4
R037,D0086,2024-02,5,10
R037,D0086,2024-03,2,4
R037,D0086,2024-04,5,1
R037,D0086,2024-05,2,5
R037,D0086,2024-06,3,1
R037,D0086,2024-07,3,7
R037,D0086,2024-08,5,6
R037,D0086,2024-09,4,3
R037,D0086,2024-10,1,3
R037,D0086,2024-11,3,9
R037,D0086,2024-12,5,2
R022,D0087,2024-01,7,13
R022,D0087,2024-02,0,0
R022,D0087,2024-03,8,1
R022,D0087,2024-04,3,3
R022,D0087,2024-05,3,1
R022,D0087,2024-06,1,0
R022,D0087,2024-07,0,0
R022,D0087,2024-08,0,0
R022,D0087,2024-09,1,1
R022,D0087,2024-10,3,0
R022,D0087,2024-11,1,2
R022,D0087,2024-12,1,0
R048,D0088,2024-01,3,8
R048,D0088,2024-02,2,6
R048,D0088,2024-03,3,8
R048,D0088,2024-04,3,7
R048,D0088,2024-05,3,0
R048,D0088,2024-06,1,0
R048,D0088,2024-07,4,6
R048,D0088,2024-08,3,2
R048,D0088,2024-09,1,1
R048,D0088,2024-10,3,5
R048,D0088,2024-11,0,0
R048,D0088,2024-12,2,3
R010,D0089,2024-01,3,3
R010,D0089,2024-02,3,8
R010,D0089,2024-03,0,0
R010,D0089,2024-04,3,9
R010,D0089,2024-05,4,8
R010,D0089,2024-06,1,0
R010,D0089,2024-07,1,1
R010,D0089,2024-08,1,0
R010,D0089,2024-09,4,1
R010,D0089,2024-10,5,11
R010,D0089,2024-11,4,1
R010,D0089,2024-12,3,1
R026,D0090,2024-01,3,2
R026,D0090,2024-02,2,2
R026,D0090,2024-03,5,3
R026,D0090,2024-04,1,1
R026,D0090,2024-05,1,1
R026,D0090,2024-06,1,2
R026,D0090,2024-07,4,3
R026,D0090,2024-08,2,1
R026,D0090,2024-09,1,2
R026,D0090,2024-10,0,0
R026,D0090,2024-11,1,3
R026,D0090,2024-12,3,5
R023,D0091,2024-01,0,0
R023,D0091,2024-02,0,0
R023,D0091,2024-03,0,0
R023,D0091,2024-04,0,0
R023,D0091,2024-05,1,1
R023,D0091,2024-06,0,0
R023,D0091,2024-07,0,0
R023,D0091,2024-08,0,0
R023,D0091,2024-09,0,0
R023,D0091,2024-10,0,0
R023,D0091,2024-11,0,0
R023,D0091,2024-12,0,0
R002,D0092,2024-01,5,7
R002,D0092,2024-02,2,6
R002,D0092,2024-03,5,7
R002,D0092,2024-04,1,2
R002,D0092,2024-05,4,12
R002,D0092,2024-06,3,5
R002,D0092,2024-07,3,2
R002,D0092,2024-08,2,5
R002,D0092,2024-09,4,7
R002,D0092,2024-10,2,4
R002,D0092,2024-11,3,9
R002,D0092,2024-12,3,6
R001,D0093,2024-01,1,0
R001,D0093,2024-02,4,8
R001,D0093,2024-03,1,3
R001,D0093,2024-04,0,0
R001,D0093,2024-05,4,9
R001,D0093,2024-06,2,0
R001,D0093,2024-07,1,3
R001,D0093,2024-08,4,3
R001,D0093,2024-09,2,4
R001,D0093,2024-10,2,5
R001,D0093,2024-11,2,4
R001,D0093,2024-12,2,5
R044,D0094,2024-01,4,9
R044,D0094,2024-02,2,5
R044,D0094,2024-03,4,5
R044,D0094,2024-04,5,7
R044,D0094,2024-05,3,5
R044,D0094,2024-06,3,8
R044,D0094,2024-07,3,9
R044,D0094,2024-08,7,10
R044,D0094,2024-09,6,10
R044,D0094,2024-10,0,0
R044,D0094,2024-11,3,7
R044,D0094,2024-12,4,4
R049,D0095,2024-01,3,6
R049,D0095,2024-02,2,4
R049,D0095,2024-03,2,1
R049,D0095,2024-04,1,0
R049,D0095,2024-05,0,0
R049,D0095,2024-06,2,1
R049,D0095,2024-07,2,1
R049,D0095,2024-08,2,3
R049,D0095,2024-09,2,2
R049,D0095,2024-10,2,3
R049,D0095,2024-11,1,3
R049,D0095,2024-12,6,14
R016,D0096,2024-01,2,0
R016,D0096,2024-02,6,2
R016,D0096,2024-03,3,0
R016,D0096,2024-04,1,3
R016,D0096,2024-05,5,13
R016,D0096,2024-06,1,1
R016,D0096,2024-07,3,0
R016,D0096,2024-08,3,5
R016,D0096,2024-09,1,1
R016,D0096,2024-10,2,2
R016,D0096,2024-11,1,3
R016,D0096,2024-12,2,4
R002,D0097,2024-01,6,17
R002,D0097,2024-02,12,25
R002,D0097,2024-03,3,9
R002,D0097,2024-04,4,1
R002,D0097,2024-05,5,6
R002,D0097,2024-06,7,13
R002,D0097,2024-07,4,9
R002,D0097,2024-08,4,12
R002,D0097,2024-09,4,12
R002,D0097,2024-10,6,16
R002,D0097,2024-11,11,3
R002,D0097,2024-12,9,15
R008,D0098,2024-01,2,5
R008,D0098,2024-02,2,5
R008,D0098,2024-03,8,8
R008,D0098,2024-04,2,5
R008,D0098,2024-05,1,3
R008,D0098,2024-06,6,9
R008,D0098,2024-07,2,4
R008,D0098,2024-08,0,0
R008,D0098,2024-09,1,3
R008,D0098,2024-10,4,11
R008,D0098,2024-11,2,1
R008,D0098,2024-12,2,0
R001,D0099,2024-01,2,2
R001,D0099,2024-02,4,8
R001,D0099,2024-03,4,8
R001,D0099,2024-04,4,3
R001,D0099,2024-05,8,1
R001,D0099,2024-06,1,2
R001,D0099,2024-07,6,17
R001,D0099,2024-08,3,3
R001,D0099,2024-09,5,4
R001,D0099,2024-10,3,4
R001,D0099,2024-11,6,3
R001,D0099,2024-12,2,1
R041,D0100,2024-01,3,3
R041,D0100,2024-02,5,13
R041,D0100,2024-03,2,3
R041,D0100,2024-04,2,0
R041,D0100,2024-05,2,2
R041,D0100,2024-06,2,4
R041,D0100,2024-07,1,2
R041,D0100,2024-08,4,7
R041,D0100,2024-09,2,0
R041,D0100,2024-10,5,4
R041,D0100,2024-11,5,11
R041,D0100,2024-12,5,0
R001,D0101,2024-01,0,0
R001,D0101,2024-02,0,0
R001,D0101,2024-03,1,0
R001,D0101,2024-04,0,0
R001,D0101,2024-05,0,0
R001,D0101,2024-06,0,0
R001,D0101,2024-07,0,0
R001,D0101,2024-08,0,0
R001,D0101,2024-09,1,1
R001,D0101,2024-10,1,3
R001,D0101,2024-11,0,0
R001,D0101,2024-12,0,0
R037,D0102,2024-01,3,3
R037,D0102,2024-02,4,4
R037,D0102,2024-03,1,3
R037,D0102,2024-04,3,5
R037,D0102,2024-05,5,0
R037,D0102,2024-06,3,4
R037,D0102,2024-07,5,1
R037,D0102,2024-08,2,1
R037,D0102,2024-09,1,2
R037,D0102,2024-10,3,4
R037,D0102,2024-11,2,0
R037,D0102,2024-12,7,21
R044,D0103,2024-01,2,5
R044,D0103,2024-02,1,3
R044,D0103,2024-03,3,2
R044,D0103,2024-04,3,8
R044,D0103,2024-05,6,13
R044,D0103,2024-06,4,3
R044,D0103,2024-07,2,1
R044,D0103,2024-08,7,7
R044,D0103,2024-09,2,6
R044,D0103,2024-10,5,6
R044,D0103,2024-11,1,0
R044,D0103,2024-12,4,12
R014,D0104,2024-01,8,18
R014,D0104,2024-02,3,2
R014,D0104,2024-03,8,23
R014,D0104,2024-04,8,10
R014,D0104,2024-05,4,4
R014,D0104,2024-06,1,3
R014,D0104,2024-07,3,1
R014,D0104,2024-08,3,5
R014,D0104,2024-09,4,0
R014,D0104,2024-10,7,10
R014,D0104,2024-11,4,7
R014,D0104,2024-12,6,5
R014,D0105,2024-01,4,4
R014,D0105,2024-02,4,5
R014,D0105,2024-03,7,3
R014,D0105,2024-04,2,5
R014,D0105,2024-05,3,1
R014,D0105,2024-06,3,6
R014,D0105,2024-07,2,1
R014,D0105,2024-08,1,0
R014,D0105,2024-09,3,7
R014,D0105,2024-10,1,3
R014,D0105,2024-11,2,6
R014,D0105,2024-12,3,5
R013,D0106,2024-01,8,17
R013,D0106,2024-02,7,14
R013,D0106,2024-03,1,0
R013,D0106,2024-04,9,15
R013,D0106,2024-05,2,0
R013,D0106,2024-06,8,1
R013,D0106,2024-07,10,8
R013,D0106,2024-08,11,25
R013,D0106,2024-09,5,1
R013,D0106,2024-10,3,1
R013,D0106,2024-11,8,9
R013,D0106,2024-12,6,6
R044,D0107,2024-01,1,3
R044,D0107,2024-02,6,11
R044,D0107,2024-03,1,0
R044,D0107,2024-04,4,6
R044,D0107,2024-05,4,12
R044,D0107,2024-06,3,8
R044,D0107,2024-07,1,1
R044,D0107,2024-08,1,1
R044,D0107,2024-09,7,9
R044,D0107,2024-10,1,0
R044,D0107,2024-11,0,0
R044,D0107,2024-12,2,2
R052,D0108,2024-01,0,0
R052,D0108,2024-02,0,0
R052,D0108,2024-03,0,0
R052,D0108,2024-04,1,1
R052,D0108,2024-05,0,0
R052,D0108,2024-06,0,0
R052,D0108,2024-07,0,0
R052,D0108,2024-08,2,3
R052,D0108,2024-09,0,0
R052,D0108,2024-10,0,0
R052,D0108,2024-11,0,0
R052,D0108,2024-12,0,0
R039,D0109,2024-01,2,2
R039,D0109,2024-02,0,0
R039,D0109,2024-03,1,1
R039,D0109,2024-04,3,6
R039,D0109,2024-05,1,3
R039,D0109,2024-06,3,8
R039,D0109,2024-07,0,0
R039,D0109,2024-08,0,0
R039,D0109,2024-09,4,10
R039,D0109,2024-10,1,2
R039,D0109,2024-11,3,8
R039,D0109,2024-12,1,3
R017,D0110,2024-01,2,5
R017,D0110,2024-02,1,1
R017,D0110,2024-03,5,2
R017,D0110,2024-04,2,2
R017,D0110,2024-05,3,5
R017,D0110,2024-06,6,7
R017,D0110,2024-07,3,5
R017,D0110,2024-08,1,0
R017,D0110,2024-09,4,10
R017,D0110,2024-10,1,3
R017,D0110,2024-11,5,8
R017,D0110,2024-12,3,1
R042,D0111,2024-01,3,6
R042,D0111,2024-02,5,13
R042,D0111,2024-03,4,7
R042,D0111,2024-04,4,0
R042,D0111,2024-05,4,5
R042,D0111,2024-06,4,0
R042,D0111,2024-07,2,1
R042,D0111,2024-08,3,9
R042,D0111,2024-09,6,10
R042,D0111,2024-10,2,3
R042,D0111,2024-11,4,8
R042,D0111,2024-12,3,3
R043,D0112,2024-01,0,0
R043,D0112,2024-02,2,0
R043,D0112,2024-03,2,4
R043,D0112,2024-04,0,0
R043,D0112,2024-05,4,12
R043,D0112,2024-06,4,0
R043,D0112,2024-07,1,3
R043,D0112,2024-08,2,0
R043,D0112,2024-09,1,1
R043,D0112,2024-10,3,1
R043,D0112,2024-11,2,4
R043,D0112,2024-12,0,0
R025,D0113,2024-01,3,8
R025,D0113,2024-02,3,8
R025,D0113,2024-03,1,3
R025,D0113,2024-04,4,5
R025,D0113,2024-05,4,7
R025,D0113,2024-06,0,0
R025,D0113,2024-07,0,0
R025,D0113,2024-08,0,0
R025,D0113,2024-09,0,0
R025,D0113,2024-10,0,0
R025,D0113,2024-11,3,4
R025,D0113,2024-12,1,2
R011,D0114,2024-01,7,13
R011,D0114,2024-02,5,15
R011,D0114,2024-03,8,7
R011,D0114,2024-04,5,13
R011,D0114,2024-05,4,8
R011,D0114,2024-06,5,10
R011,D0114,2024-07,6,0
R011,D0114,2024-08,3,8
R011,D0114,2024-09,6,5
R011,D0114,2024-10,3,2
R011,D0114,2024-11,7,10
R011,D0114,2024-12,3,9
R022,D0115,2024-01,2,4
R022,D0115,2024-02,3,2
R022,D0115,2024-03,3,3
R022,D0115,2024-04,3,7
R022,D0115,2024-05,4,0
R022,D0115,2024-06,1,0
R022,D0115,2024-07,0,0
R022,D0115,2024-08,1,1
R022,D0115,2024-09,1,1
R022,D0115,2024-10,2,6
R022,D0115,2024-11,1,0
R022,D0115,2024-12,1,0
R046,D0116,2024-01,1,1
R046,D0116,2024-02,2,6
R046,D0116,2024-03,1,0
R046,D0116,2024-04,1,0
R046,D0116,2024-05,5,15
R046,D0116,2024-06,3,9
R046,D0116,2024-07,4,4
R046,D0116,2024-08,2,5
R046,D0116,2024-09,3,3
R046,D0116,2024-10,0,0
R046,D0116,2024-11,2,5
R046,D0116,2024-12,3,9
R032,D0117,2024-01,3,9
R032,D0117,2024-02,7,21
R032,D0117,2024-03,2,0
R032,D0117,2024-04,3,5
R032,D0117,2024-05,2,1
R032,D0117,2024-06,7,11
R032,D0117,2024-07,1,3
R032,D0117,2024-08,4,9
R032,D0117,2024-09,6,6
R032,D0117,2024-10,6,3
R032,D0117,2024-11,2,3
R032,D0117,2024-12,5,15
R006,D0118,2024-01,5,15
R006,D0118,2024-02,2,5
R006,D0118,2024-03,4,2
R006,D0118,2024-04,5,14
R006,D0118,2024-05,0,0
R006,D0118,2024-06,3,8
R006,D0118,2024-07,2,3
R006,D0118,2024-08,4,11
R006,D0118,2024-09,4,9
R006,D0118,2024-10,3,7
R006,D0118,2024-11,3,3
R006,D0118,2024-12,1,2
R051,D0119,2024-01,3,6
R051,D0119,2024-02,0,0
R051,D0119,2024-03,7,14
R051,D0119,2024-04,4,6
R051,D0119,2024-05,2,4
R051,D0119,2024-06,7,14
R051,D0119,2024-07,4,4
R051,D0119,2024-08,6,3
R051,D0119,2024-09,1,2
R051,D0119,2024-10,5,1
R051,D0119,2024-11,1,3
R051,D0119,2024-12,5,0
R030,D0120,2024-01,9,3
R030,D0120,2024-02,5,5
R030,D0120,2024-03,8,11
R030,D0120,2024-04,4,7
R030,D0120,2024-05,2,0
R030,D0120,2024-06,6,13
R030,D0120,2024-07,4,4
R030,D0120,2024-08,4,0
R030,D0120,2024-09,9,7
R030,D0120,2024-10,4,4
R030,D0120,2024-11,12,34
R030,D0120,2024-12,4,7
R022,D0121,2024-01,7,13
R022,D0121,2024-02,1,3
R022,D0121,2024-03,5,14
R022,D0121,2024-04,1,3
R022,D0121,2024-05,4,1
R022,D0121,2024-06,1,2
R022,D0121,2024-07,0,0
R022,D0121,2024-08,1,2
R022,D0121,2024-09,1,2
R022,D0121,2024-10,0,0
R022,D0121,2024-11,1,2
R022,D0121,2024-12,0,0
R002,D0122,2024-01,4,9
R002,D0122,2024-02,5,6
R002,D0122,2024-03,6,17
R002,D0122,2024-04,5,5
R002,D0122,2024-05,3,8
R002,D0122,2024-06,2,3
R002,D0122,2024-07,7,19
R002,D0122,2024-08,2,4
R002,D0122,2024-09,4,1
R002,D0122,2024-10,2,6
R002,D0122,2024-11,3,9
R002,D0122,2024-12,3,0
R032,D0123,2024-01,0,0
R032,D0123,2024-02,0,0
R032,D0123,2024-03,1,0
R032,D0123,2024-04,0,0
R032,D0123,2024-05,1,2
R032,D0123,2024-06,1,2
R032,D0123,2024-07,0,0
R032,D0123,2024-08,1,1
R032,D0123,2024-09,1,0
R032,D0123,2024-10,0,0
R032,D0123,2024-11,1,3
R032,D0123,2024-12,0,0
R034,D0124,2024-01,1,0
R034,D0124,2024-02,2,1
R034,D0124,2024-03,0,0
R034,D0124,2024-04,0,0
R034,D0124,2024-05,0,0
R034,D0124,2024-06,1,3
R034,D0124,2024-07,4,2
R034,D0124,2024-08,0,0
R034,D0124,2024-09,2,6
R034,D0124,2024-10,4,5
R034,D0124,2024-11,1,0
R034,D0124,2024-12,0,0
R010,D0125,2024-01,2,0
R010,D0125,2024-02,2,4
R010,D0125,2024-03,7,18
R010,D0125,2024-04,5,2
R010,D0125,2024-05,3,7
R010,D0125,2024-06,1,3
R010,D0125,2024-07,3,0
R010,D0125,2024-08,7,19
R010,D0125,2024-09,1,1
R010,D0125,2024-10,6,11
R010,D0125,2024-11,4,0
R010,D0125,2024-12,5,12
R047,D0126,2024-01,0,0
R047,D0126,2024-02,6,0
R047,D0126,2024-03,1,0
R047,D0126,2024-04,4,5
R047,D0126,2024-05,2,2
R047,D0126,2024-06,2,5
R047,D0126,2024-07,2,6
R047,D0126,2024-08,6,12
R047,D0126,2024-09,3,6
R047,D0126,2024-10,3,6
R047,D0126,2024-11,4,12
R047,D0126,2024-12,3,2
R032,D0127,2024-01,7,6
R032,D0127,2024-02,5,12
R032,D0127,2024-03,3,7
R032,D0127,2024-04,2,1
R032,D0127,2024-05,2,4
R032,D0127,2024-06,5,6
R032,D0127,2024-07,8,5
R032,D0127,2024-08,4,12
R032,D0127,2024-09,3,0
R032,D0127,2024-10,1,3
R032,D0127,2024-11,4,5
R032,D0127,2024-12,5,5
R002,D0128,2024-01,2,0
R002,D0128,2024-02,2,5
R002,D0128,2024-03,2,4
R002,D0128,2024-04,1,3
R002,D0128,2024-05,2,3
R002,D0128,2024-06,7,14
R002,D0128,2024-07,2,5
R002,D0128,2024-08,1,0
R002,D0128,2024-09,2,3
R002,D0128,2024-10,1,2
R002,D0128,2024-11,3,0
R002,D0128,2024-12,4,3
R007,D0129,2024-01,6,3
R007,D0129,2024-02,3,0
R007,D0129,2024-03,4,4
R007,D0129,2024-04,5,0
R007,D0129,2024-05,2,1
R007,D0129,2024-06,3,1
R007,D0129,2024-07,4,9
R007,D0129,2024-08,2,2
R007,D0129,2024-09,2,5
R007,D0129,2024-10,2,4
R007,D0129,2024-11,1,3
R007,D0129,2024-12,3,7
R018,D0130,2024-01,2,5
R018,D0130,2024-02,2,4
R018,D0130,2024-03,1,0
R018,D0130,2024-04,1,0
R018,D0130,2024-05,0,0
R018,D0130,2024-06,2,1
R018,D0130,2024-07,2,1
R018,D0130,2024-08,0,0
R018,D0130,2024-09,0,0
R018,D0130,2024-10,5,2
R018,D0130,2024-11,1,2
R018,D0130,2024-12,3,9
R044,D0131,2024-01,7,20
R044,D0131,2024-02,8,9
R044,D0131,2024-03,3,1
R044,D0131,2024-04,4,0
R044,D0131,2024-05,6,12
R044,D0131,2024-06,3,5
R044,D0131,2024-07,9,21
R044,D0131,2024-08,4,7
R044,D0131,2024-09,2,2
R044,D0131,2024-10,7,18
R044,D0131,2024-11,7,9
R044,D0131,2024-12,8,3
R040,D0132,2024-01,3,0
R040,D0132,2024-02,1,2
R040,D0132,2024-03,3,8
R040,D0132,2024-04,4,1
R040,D0132,2024-05,3,3
R040,D0132,2024-06,2,1
R040,D0132,2024-07,5,12
R040,D0132,2024-08,1,2
R040,D0132,2024-09,3,7
R040,D0132,2024-10,4,4
R040,D0132,2024-11,1,2
R040,D0132,2024-12,2,3
R046,D0133,2024-01,4,10
R046,D0133,2024-02,0,0
R046,D0133,2024-03,5,1
R046,D0133,2024-04,4,8
R046,D0133,2024-05,2,5
R046,D0133,2024-06,2,0
R046,D0133,2024-07,2,4
R046,D0133,2024-08,1,1
R046,D0133,2024-09,5,4
R046,D0133,2024-10,8,9
R046,D0133,2024-11,3,1
R046,D0133,2024-12,3,2
R036,D0134,2024-01,1,0
R036,D0134,2024-02,4,0
R036,D0134,2024-03,2,5
R036,D0134,2024-04,1,2
R036,D0134,2024-05,3,0
R036,D0134,2024-06,5,5
R036,D0134,2024-07,2,1
R036,D0134,2024-08,0,0
R036,D0134,2024-09,0,0
R036,D0134,2024-10,1,0
R036,D0134,2024-11,1,1
R036,D0134,2024-12,1,3
R053,D0135,2024-01,10,5
R053,D0135,2024-02,3,3
R053,D0135,2024-03,4,10
R053,D0135,2024-04,1,0
R053,D0135,2024-05,7,1
R053,D0135,2024-06,10,19
R053,D0135,2024-07,6,3
R053,D0135,2024-08,7,3
R053,D0135,2024-09,10,21
R053,D0135,2024-10,2,6
R053,D0135,2024-11,4,4
R053,D0135,2024-12,2,6
R023,D0136,2024-01,0,0
R023,D0136,2024-02,4,11
R023,D0136,2024-03,2,1
R023,D0136,2024-04,3,0
R023,D0136,2024-05,0,0
R023,D0136,2024-06,1,3
R023,D0136,2024-07,1,3
R023,D0136,2024-08,1,3
R023,D0136,2024-09,0,0
R023,D0136,2024-10,1,0
R023,D0136,2024-11,1,0
R023,D0136,2024-12,0,0
R030,D0137,2024-01,5,9
R030,D0137,2024-02,2,4
R030,D0137,2024-03,5,13
R030,D0137,2024-04,9,5
R030,D0137,2024-05,6,5
R030,D0137,2024-06,4,8
R030,D0137,2024-07,5,1
R030,D0137,2024-08,8,15
R030,D0137,2024-09,3,0
R030,D0137,2024-10,7,3
R030,D0137,2024-11,3,2
R030,D0137,2024-12,2,6
R038,D0138,2024-01,6,17
R038,D0138,2024-02,2,1
R038,D0138,2024-03,4,0
R038,D0138,2024-04,2,1
R038,D0138,2024-05,1,1
R038,D0138,2024-06,5,12
R038,D0138,2024-07,4,5
R038,D0138,2024-08,7,5
R038,D0138,2024-09,5,8
R038,D0138,2024-10,4,11
R038,D0138,2024-11,4,12
R038,D0138,2024-12,1,1
R021,D0139,2024-01,1,1
R021,D0139,2024-02,4,6
R021,D0139,2024-03,1,1
R021,D0139,2024-04,4,8
R021,D0139,2024-05,3,1
R021,D0139,2024-06,0,0
R021,D0139,2024-07,1,0
R021,D0139,2024-08,2,3
R021,D0139,2024-09,1,2
R021,D0139,2024-10,1,0
R021,D0139,2024-11,0,0
R021,D0139,2024-12,0,0
R025,D0140,2024-01,3,0
R025,D0140,2024-02,3,3
R025,D0140,2024-03,5,5
R025,D0140,2024-04,4,9
R025,D0140,2024-05,5,7
R025,D0140,2024-06,1,1
R025,D0140,2024-07,3,9
R025,D0140,2024-08,1,1
R025,D0140,2024-09,1,3
R025,D0140,2024-10,3,5
R025,D0140,2024-11,5,10
R025,D0140,2024-12,0,0
R042,D0141,2024-01,0,0
R042,D0141,2024-02,0,0
R042,D0141,2024-03,3,5
R042,D0141,2024-04,1,0
R042,D0141,2024-05,3,3
R042,D0141,2024-06,0,0
R042,D0141,2024-07,2,6
R042,D0141,2024-08,0,0
R042,D0141,2024-09,3,0
R042,D0141,2024-10,2,0
R042,D0141,2024-11,1,2
R042,D0141,2024-12,3,6
R047,D0142,2024-01,0,0
R047,D0142,2024-02,0,0
R047,D0142,2024-03,0,0
R047,D0142,2024-04,0,0
R047,D0142,2024-05,0,0
R047,D0142,2024-06,0,0
R047,D0142,2024-07,0,0
R047,D0142,2024-08,1,0
R047,D0142,2024-09,0,0
R047,D0142,2024-10,0,0
R047,D0142,2024-11,0,0
R047,D0142,2024-12,1,3
R052,D0143,2024-01,3,9
R052,D0143,2024-02,1,3
R052,D0143,2024-03,0,0
R052,D0143,2024-04,2,3
R052,D0143,2024-05,2,1
R052,D0143,2024-06,1,3
R052,D0143,2024-07,1,3
R052,D0143,2024-08,3,8
R052,D0143,2024-09,0,0
R052,D0143,2024-10,1,1
R052,D0143,2024-11,3,3
R052,D0143,2024-12,1,1
R013,D0144,2024-01,3,2
R013,D0144,2024-02,4,3
R013,D0144,2024-03,0,0
R013,D0144,2024-04,3,8
R013,D0144,2024-05,0,0
R013,D0144,2024-06,4,2
R013,D0144,2024-07,0,0
R013,D0144,2024-08,3,3
R013,D0144,2024-09,6,3
R013,D0144,2024-10,2,2
R013,D0144,2024-11,4,7
R013,D0144,2024-12,2,0
R044,D0145,2024-01,1,1
R044,D0145,2024-02,1,2
R044,D0145,2024-03,1,0
R044,D0145,2024-04,1,0
R044,D0145,2024-05,0,0
R044,D0145,2024-06,1,1
R044,D0145,2024-07,1,2
R044,D0145,2024-08,0,0
R044,D0145,2024-09,1,0
R044,D0145,2024-10,0,0
R044,D0145,2024-11,0,0
R044,D0145,2024-12,0,0
R041,D0146,2024-01,4,1
R041,D0146,2024-02,4,0
R041,D0146,2024-03,4,2
R041,D0146,2024-04,1,3
R041,D0146,2024-05,5,10
